[-0.72969944  0.99364956  1.1236009   1.22751645 -1.82805627 -0.60346769] -295.36006857938304
[-0.61527955 -0.30638578  1.04821743  0.46363239  0.58051157  1.44138619] -249.9445052507085
[-0.49865588  1.50840634  0.64766593  0.21086021  0.14750636  0.57877345] -249.37718723885055
[-0.69532625  0.49704079  0.21793738 -0.93643091  0.93878128 -0.95927632] -241.72195865485347
[ 0.36941614  1.34984072  1.12302777  1.4940742   1.66474952 -0.97649305] -0.6441726507036563
[ 0.43754122  1.39388926  0.87587187  1.38885797  1.44620567 -0.71977524] -0.6738709070389879
[ 0.34742056  1.07666364  0.88361105  1.60638282  1.60422121 -1.04773552] -0.5898005613019504
[ 0.38756847  1.13118243  0.9089639   1.49503854  1.56309781 -1.00390716] -0.5391106124910089
[ 0.40016773  1.09957997  0.93308244  1.45199351  1.56661873 -1.04754741] -0.5074244400988505
[ 0.42575874  1.30510924  0.97567075  1.63777195  1.64769323 -1.10260135] -0.5450205022583718
[ 0.65796213  1.02183567  1.10080596  1.5939112   1.62752049 -1.10871957] -0.5905291774786736
[ 0.19942692  0.97907188  1.19157844  1.46466726  1.58218951 -1.20222085] -0.6144767027367226
[ 0.53783987  1.20230524  0.88729241  1.59479749  1.59723202 -0.97760031] -0.5659983349730078
[ 0.56298057  1.29554217  0.87848971  1.6453677   1.72304037 -1.05023988] -0.5498835158673111
[ 0.22313579  1.38570285  0.74961578  1.56041338  1.62271434 -0.95745799] -0.6151251411657992
[ 0.54925555  1.11280247  1.01300842  1.58553674  1.62631895 -1.07090417] -0.5540580772738366
[ 0.60095569  1.34292116  1.00994316  1.54099307  1.65337954 -1.02616492] -0.5266510319068102
[ 0.65652642  1.20933809  0.90604342  1.62549321  1.65952866 -1.11887783] -0.501326930513599
[ 0.80022649  1.19229948  0.8625057   1.67490968  1.68334352 -1.19191264] -0.5051837743479609
[ 0.52737503  1.25279246  1.01812023  1.56758791  1.69496114 -1.16117821] -0.4990457865835291
[ 0.5221426   1.27803607  1.08353413  1.55398312  1.74382571 -1.25296716] -0.5073516603975702
[ 0.50866585  1.38895856  0.89410815  1.57086571  1.68875494 -1.09796569] -0.49277474921086456
[ 0.488371    1.52703661  0.83465802  1.56353019  1.71997293 -1.11149646] -0.5042751789719315
[ 0.47683592  1.23735766  1.033833    1.48620075  1.58060504 -1.13453859] -0.4665261611617457
[ 0.4337636   1.20826541  1.11150465  1.40661728  1.50938737 -1.17668794] -0.45402475185364244
[ 0.61672603  1.19550931  0.98192993  1.41674494  1.60985023 -1.10687265] -0.44573460009373533
[ 0.71220968  1.14070934  0.98505952  1.30623144  1.59092874 -1.1090083 ] -0.43994070823322085
[ 0.47861374  1.09029345  0.93936298  1.43526995  1.58334699 -1.21092354] -0.41648856432499126
[ 0.41744277  0.96397959  0.9040729   1.3824084   1.54833071 -1.30330285] -0.3985765353927398
[ 0.68516005  1.28843452  1.00655385  1.50107447  1.66401179 -1.27479286] -0.4041165976969628
[ 0.4383459   1.20504187  1.06709634  1.28610185  1.57259624 -1.25543413] -0.36906045575362506
[ 0.32925564  1.20289376  1.1476228   1.11640617  1.52913002 -1.32371228] -0.33957929285066707
[ 0.5014575   1.1449546   0.99818706  1.19361324  1.48188671 -1.26731176] -0.299347021875326
[ 0.48849873  1.09103567  0.98822048  1.00662591  1.3753495  -1.32037854] -0.2386101570699723
[ 0.51344431  0.90948087  1.15356991  1.00225552  1.38362444 -1.4046619 ] -0.3309324764971176
[ 0.61490679  0.99057918  0.95019517  1.03171669  1.52107103 -1.40193097] -0.30099180931772784
[ 0.30402641  1.00809185  1.06501885  1.04059761  1.41624376 -1.5672515 ] -0.24622213659441616
[ 0.2040315   0.76691912  1.06301285  0.6922623   1.26057136 -1.49895315] -0.26532147791422067
[ 0.40061169  1.02568722  1.21847379  0.58087967  1.28033266 -1.53565993] -0.20584631213786464
[ 0.39219616  1.05654104  1.37567424  0.18011531  1.14633364 -1.65183846] -0.30179816746494237
[ 0.51258418  0.72770421  0.99854089  0.66837306  1.2166009  -1.58589971] -0.32749177826435605
[ 0.3281088   0.96052488  0.94091743  0.67122956  1.30643196 -1.5653627 ] -0.13329452022577792
[ 0.23544104  0.98604689  0.83459119  0.50571659  1.26783572 -1.64571311] -0.07696327419093066
[ 0.23658788  1.22841577  1.04129656  0.9508932   1.49053378 -1.40406268] -0.24609499256258188
[ 0.00815896  1.04481966  1.1200094   0.56060841  1.17588457 -1.588742  ] -0.20695871315997494
[ 0.35374341  1.36111323  1.02619057  0.85617817  1.4081553  -1.52164944] -0.13921958778156965
[ 0.27032083  1.2376143   1.01124182  0.4463697   1.24978675 -1.4381504 ] -0.08097990802762414
[ 0.34900367  1.02035656  1.02494586  0.36789962  1.09524772 -1.61270179] -0.22134773555814335
[ 0.05059447  1.13417695  1.09026373  0.09925814  1.11706474 -1.79382701] -0.14146751836431135
[ 0.09061979  1.2427962   1.07531098  0.64843727  1.40443886 -1.56187884] -0.15963232461132856
[ 0.45895145  1.28432527  0.96534796  0.48500477  1.39998678 -1.57688424] -0.1404244174594048
[ 0.0859453   1.38967039  0.78250829  0.43277521  1.33542339 -1.64370775] -0.0464983508220209
[-0.07138789  1.57166197  0.56452554  0.35872297  1.36296875 -1.69773166] -0.14564612233323315
[ 0.39437904  1.22151948  0.82807021  0.29333025  1.18831203 -1.64476514] -0.057080097719040754
[ 0.54899922  1.3592529   0.72571962  0.90720009  1.49943525 -1.36312968] -0.20268680664174854
[ 0.17519566  1.19044594  0.9991277   0.30124362  1.21265737 -1.68615268] -0.050995281621886546
[ 0.04605698  1.17781148  0.86189531  0.46019974  1.15407008 -1.61649526] -0.097607481356328
[ 0.04870287  1.03992292  0.7462876  -0.04296646  1.06120648 -1.70334535] -0.11616061582420163
[ 0.12496301  1.1202205   0.81626335  0.18181969  1.14794368 -1.65792137] -0.03967746562490737
[ 0.38269132  1.20402769  0.89537222  0.26021861  1.31324957 -1.62230822] -0.08217134922775168
[ 0.29853273  1.19747364  0.88700299  0.3102139   1.2734547  -1.62085498] -0.038552664584540576
[ 0.16783143  1.13084465  0.70461276  0.22866339  1.22542221 -1.86155461] -0.04406949503821272
[ 0.18017468  1.43067797  0.83793724  0.07696543  1.19323541 -1.72593907] -0.0335106073745463
[ 0.1525415   1.65299351  0.83961026 -0.13741015  1.15593525 -1.76605205] -0.12814032143955542
[-0.05016477  1.26492488  0.84774723  0.21723016  1.27440022 -1.75394501] -0.027854550734112707
[-0.27243667  1.28662758  0.85758574  0.17918012  1.31744431 -1.80853494] -0.10216705692239814
[ 0.09389847  1.32082474  0.62622958  0.1813123   1.27063584 -1.73515492] -0.02231141492080134
[ 0.05324988  1.38601414  0.43978052  0.12134664  1.29962507 -1.75965604] -0.09342865892425781
[ 0.18579988  1.09865174  0.79075609 -0.03404025  1.12627396 -1.80808223] -0.08000143858410731
[ 0.11090895  1.31691573  0.78457024  0.31607134  1.28313603 -1.68480137] -0.014506202109121064
[ 0.08493959  1.41950117  0.89530412  0.19920755  1.25551308 -1.53131763] -0.042045141162364894
[ 0.10566255  1.34733704  0.84763128  0.20657151  1.24799036 -1.61387687] -0.014609402890841082
[ 0.12137453  1.50583083  0.79410951  0.25430185  1.3663405  -1.72026937] -0.1054069212437078
[ 0.12406589  1.21662308  0.81072489  0.19994023  1.20254289 -1.67350837] -0.00838737244760603
[-0.11035081  1.43496084  0.69794383  0.08914977  1.21719222 -1.77488689] -0.03716903396818787
[-0.00812992  1.37558904  0.74520862  0.1444158   1.23125784 -1.73637891] -0.013602087561406791
[-0.05476096  1.18339353  0.71610004  0.34488168  1.31008565 -1.67328275] -0.04740003540221844
[ 0.12144077  1.36885686  0.80747794  0.1439445   1.22244797 -1.71277499] -0.011687243496765585
[ 0.23278034  1.38379061  0.69286695  0.1801884   1.21160342 -1.63155347] -0.017575246427492797
[ 0.13501105  1.34887938  0.93659706  0.21573163  1.19569034 -1.61580974] -0.03023484124070954
[ 0.10417662  1.3278384   0.70382145  0.18991713  1.25189946 -1.70531862] -0.008434595605060425
[-0.04673872  1.26726277  0.87361119  0.22009844  1.26815476 -1.74399958] -0.027803216277977157
[ 0.16290057  1.35465865  0.73805301  0.19016591  1.22574126 -1.659665  ] -0.007046748358677935
[ 0.09945841  1.30615688  0.68232077  0.18824679  1.22435145 -1.77693888] -0.012805346505757638
[ 0.09039516  1.33299192  0.71129865  0.03613878  1.16961092 -1.73672689] -0.017586194684234228
[ 0.1057805   1.32093477  0.76625234  0.2460882   1.25475476 -1.69778275] -0.007006783948149877
[ 0.24740417  1.25610051  0.75767485  0.24168512  1.22932142 -1.67228396] -0.012730825954352328
[ 0.1891311   1.30884721  0.84568072  0.21566691  1.23788447 -1.59683902] -0.01462550255226198
[ 0.12187658  1.30682947  0.72316076  0.19510182  1.22773471 -1.73191391] -0.006309321400583217
[-6.57198440e-04  1.37581324e+00  7.58821949e-01  1.46700808e-01
  1.23238559e+00 -1.72137059e+00] -0.012293431476894955
[ 0.06135814  1.34588505  0.75853517  0.17044689  1.23161955 -1.70909893] -0.006227329353989069
[ 0.10527866  1.25539961  0.6927046   0.25327557  1.24231624 -1.67965421] -0.0049175208274145595
[ 0.09719761  1.19867099  0.63531793  0.3079411   1.25225037 -1.66309381] -0.0153392586029915
[ 0.12291017  1.27227182  0.79265547  0.22842241  1.20967034 -1.67855577] -0.006275482135833754
[ 0.10263566  1.40203671  0.6797289   0.22789336  1.26140273 -1.71204849] -0.017698807122316758
[ 0.11870833  1.26297649  0.77797589  0.20692852  1.21725785 -1.6831434 ] -0.0035198542918413126
[ 0.04907022  1.23344042  0.7657084   0.24325522  1.23537655 -1.73371799] -0.008245355345037708
[ 0.13444299  1.32435409  0.74496686  0.20343824  1.22815008 -1.67817825] -0.0039920739228510305
[ 0.11574446  1.26830407  0.73041391  0.17311628  1.19749483 -1.6890654 ] -0.004867927125891618
[ 0.09760434  1.26956758  0.77592321  0.21677414  1.21443492 -1.6406514 ] -0.0022861976721243763
[ 0.08546821  1.25093664  0.80230444  0.2276103   1.20778503 -1.59502015] -0.005641686145634894
[ 0.08813547  1.30322382  0.70085107  0.1795708   1.23408748 -1.68137476] -0.0034389014676559164
[ 0.15861327  1.21539017  0.71574334  0.24058763  1.21296092 -1.64159021] -0.00668368280988039
[ 0.08567193  1.31326133  0.74783721  0.18798207  1.22695489 -1.69222175] -0.0028632622462336868
[ 0.10815717  1.32516285  0.79995145  0.13599445  1.19714378 -1.67522412] -0.00680530382392489
[ 0.10599829  1.27284042  0.71951631  0.22395529  1.23102312 -1.67854668] -0.0024099695542639512
[ 0.09444266  1.31377051  0.75860961  0.23310008  1.25314129 -1.66230668] -0.0057789260577524645
[ 0.11041901  1.27967068  0.73746283  0.18811223  1.21140644 -1.68237572] -0.0024524476720935756
[ 0.06773613  1.24282601  0.74155532  0.19766944  1.21690482 -1.674593  ] -0.0017545071907113575
[ 0.03438271  1.20206197  0.73984955  0.19478505  1.21128219 -1.67280037] -0.004449901409699074
[ 0.06648006  1.29748679  0.6964061   0.19109281  1.22767938 -1.66677771] -0.002482754477350904
[ 0.08983445  1.25532712  0.77204926  0.22229119  1.20871371 -1.66368066] -0.0037049673229092627
[ 0.08856021  1.29124965  0.71865062  0.1902509   1.22774404 -1.67695124] -0.0018124233359507634
[ 0.09326075  1.23795238  0.71533425  0.2146362   1.21610935 -1.6477435 ] -0.002175154687855499
[ 0.12137952  1.23388211  0.77307475  0.21937326  1.21152819 -1.66684281] -0.0044139835661631535
[ 0.08020492  1.28158562  0.71557326  0.19816292  1.22364158 -1.66679398] -0.0013626724214538275
[ 0.06736921  1.25233654  0.72472149  0.22570407  1.2318795  -1.64605088] -0.0023009436123750775
[ 0.05891357  1.25233217  0.74440307  0.19044394  1.21254828 -1.63904798] -0.0009527902826184525
[ 0.03537121  1.24207805  0.75684645  0.17368826  1.20331086 -1.61929863] -0.001890658262723764
[ 0.0947241   1.2728346   0.74575842  0.17694178  1.20524816 -1.66920949] -0.0018421514187982988
[ 0.0635289   1.25669256  0.68450177  0.17259425  1.21963049 -1.68412833] -0.0027764811708115606
[ 0.08908548  1.26634883  0.75306785  0.20572917  1.21573381 -1.65152063] -0.0012284407661751658
[ 0.06648072  1.29777325  0.7576686   0.17176319  1.21783088 -1.67829527] -0.0015817215579827272
[ 0.05560291  1.27120391  0.73121449  0.20773141  1.23288631 -1.65985788] -0.00198688078305821
[ 0.0849438   1.27242693  0.74212244  0.18463919  1.2121577  -1.66687159] -0.0010799295174283643
[ 0.06056133  1.24651463  0.76614623  0.19255172  1.20519499 -1.64875625] -0.0022223528177843935
[ 0.08156049  1.28006589  0.73052452  0.1908261   1.22210678 -1.66990249] -0.00104472243350888
[ 0.08599352  1.30735155  0.73956459  0.18285206  1.21776819 -1.64955099] -0.0012426954241025882
[ 0.09375321  1.25559708  0.71741665  0.21245461  1.21682123 -1.63626728] -0.0015367941254288847
[ 0.08693509  1.26614112  0.72747963  0.20228175  1.21707365 -1.64677428] -0.000945517208640071
[ 0.08227239  1.26663654  0.76348077  0.18742781  1.20882122 -1.64109534] -0.0011984993377637144
[ 0.07524341  1.22729894  0.7474615   0.20426393  1.21171229 -1.65551978] -0.0023136016352316214
[ 0.083306    1.2873384   0.74153882  0.18820503  1.21625422 -1.65104319] -0.0007702620413723654
[ 0.07022497  1.27529819  0.73011523  0.17554544  1.21392013 -1.65339099] -0.0004572245428586384
[ 0.06079472  1.27977287  0.71863893  0.16045357  1.2130133  -1.65432616] -0.0004957878116056118
[ 0.07302225  1.27789769  0.70858047  0.189886    1.22253236 -1.66791483] -0.0013992390896169177
[ 0.07995986  1.26945183  0.7497557   0.18804236  1.21224901 -1.64780021] -0.0007613403448369894
[ 0.06868952  1.27111561  0.73248322  0.19380902  1.21922632 -1.63578146] -0.0007510418798796468
[ 0.06778251  1.26049322  0.74473404  0.18861641  1.20831709 -1.62137688] -0.001048019190061225
[ 0.078116    1.27517272  0.7340769   0.19027368  1.21865936 -1.65777109] -0.0007028939823653259
[ 0.09683024  1.29584045  0.72741343  0.18894182  1.21991261 -1.65847242] -0.001219126284189159
[ 0.06839274  1.26320924  0.74015566  0.19006841  1.21438937 -1.64390409] -0.0006491587527229399
[ 0.06262794  1.28105421  0.74856221  0.17303289  1.21449249 -1.64978939] -0.0004857853291662226
[ 0.05936434  1.2577622   0.73684415  0.18205224  1.21472467 -1.64510256] -0.000563320474087848
[ 0.05584531  1.27175223  0.72432343  0.1802182   1.21955511 -1.64744631] -0.0006929577927683003
[ 0.06283424  1.27030065  0.73887598  0.16992127  1.21268739 -1.66335335] -0.0005391350769600587
[ 0.04831385  1.26461952  0.73888199  0.16667247  1.2112637  -1.64322448] -0.00039475452117827267
[ 0.03341278  1.25934292  0.74128453  0.15487186  1.20756587 -1.63595117] -0.000558162392554959
[ 0.06807405  1.26566244  0.75348831  0.1722127   1.20760414 -1.65214197] -0.0007520739333936503
[ 0.0589025   1.27022978  0.73161465  0.17821683  1.21656737 -1.64862023] -0.00047405945678779713
[ 0.05236321  1.27654561  0.73480908  0.15841197  1.21349588 -1.65725624] -0.00034227745810884425
[ 0.04434845  1.28321379  0.73213579  0.14258375  1.21304914 -1.66393231] -0.0005158452734123676
[ 0.0590579   1.28825379  0.73744222  0.15854804  1.21275098 -1.660109  ] -0.000535214144696919
[ 0.05432921  1.28169971  0.73493249  0.16688795  1.21480946 -1.64077676] -0.0004223515367073376
[ 0.05652933  1.26156188  0.73552966  0.18104113  1.21543203 -1.63757703] -0.0005619909508869809
[ 0.05842575  1.28158081  0.73696408  0.16417132  1.21342124 -1.65447601] -0.00038782075503396876
[ 0.05155856  1.268937    0.72054363  0.16360243  1.21333344 -1.64945884] -0.00046272090709155466
[ 0.05283602  1.2793305   0.73380085  0.15354703  1.21018059 -1.65090754] -0.0002764754447466714
[ 0.04980279  1.28388085  0.73489395  0.14121213  1.2069872  -1.6520512 ] -0.00033383324584583524
[ 0.06060578  1.28408778  0.74929094  0.16480963  1.21236356 -1.65055183] -0.00046497148224086926
[ 0.05382037  1.27272469  0.72773046  0.16390423  1.21309097 -1.64973209] -0.00034248854397199224
[ 0.03647117  1.27686876  0.73892441  0.14898621  1.21150048 -1.64540005] -0.0003910669255958838
[ 0.04641425  1.26885692  0.7354378   0.15167646  1.20950816 -1.65955538] -0.00038038586017341504
[ 0.05179641  1.28734958  0.73034024  0.14689327  1.21246874 -1.66255129] -0.0005343207981861436
[ 0.04918449  1.27030203  0.73674655  0.16172767  1.21156496 -1.64805618] -0.0003115866339977642
[ 0.06787686  1.27291143  0.72957186  0.16882667  1.21225345 -1.66126109] -0.0005187877966288593
[ 0.04432259  1.27587942  0.73658628  0.15394633  1.21168872 -1.64936531] -0.00031377156791053383
[ 0.04122122  1.26629891  0.73140626  0.15023324  1.20975518 -1.65048157] -0.0003028946616412842
[ 0.05150172  1.27817014  0.73158869  0.16224703  1.21375061 -1.6423776 ] -0.00034982099840486847
[ 0.05022985  1.27584183  0.73255097  0.15960439  1.21269    -1.64667204] -0.0002946745153215991
[ 0.04289877  1.27534141  0.74090287  0.14858598  1.21003414 -1.65118088] -0.000290488190826838
[ 0.0412011   1.2711191   0.73585551  0.15080291  1.20847531 -1.6416316 ] -0.00029260441947418354
[ 0.04820123  1.2701985   0.73383472  0.15422074  1.20921134 -1.64694463] -0.00024714725964837775
[ 0.05014055  1.26735804  0.73245895  0.15435795  1.20797265 -1.64573428] -0.000252535866408141
[ 0.04301158  1.27574138  0.73270384  0.1439371   1.20855056 -1.64788324] -0.00024344170804247917
[ 0.03992512  1.27846106  0.73068248  0.13504181  1.20704337 -1.64779677] -0.00027224804832447994
[ 0.05157163  1.28289199  0.73847666  0.1533328   1.20995879 -1.64459174] -0.00029694877457612845
[ 0.04898403  1.27874372  0.73670906  0.15255791  1.20990789 -1.6460642 ] -0.0002568274266323058
[ 0.04214772  1.27431637  0.73871798  0.14161284  1.20609661 -1.64819865] -0.00026891130247438727
[ 0.05149201  1.28010487  0.7363676   0.14735096  1.2095184  -1.65542811] -0.0002902541966213806
[ 0.05265876  1.27747037  0.72980849  0.14915621  1.20778766 -1.64729458] -0.00025227394936660157
[ 0.04445444  1.27182875  0.73215738  0.15099299  1.20772648 -1.64033617] -0.0002805750317472389
[ 0.04621383  1.27389778  0.73320994  0.15008248  1.20817446 -1.64410915] -0.00024944392601388717
[ 0.04090302  1.27079221  0.73452716  0.14364207  1.20639559 -1.64259061] -0.0002455527939215013
[ 0.05117643  1.27463162  0.72821308  0.15625266  1.21057922 -1.64343015] -0.0002660551252549411
[ 0.04891925  1.27455281  0.73083931  0.15259271  1.20945857 -1.64462228] -0.00024551372563979434
[ 0.04431853  1.2688073   0.72826542  0.14531919  1.20661817 -1.64508396] -0.000256372415418232
[ 0.0454849   1.2712914   0.73037633  0.14712887  1.2074406  -1.64532902] -0.00023788580510674827
[ 0.03825251  1.26802099  0.73535528  0.14804511  1.20862272 -1.6431984 ] -0.00028643744051314935
[ 0.0490572   1.27510803  0.73119518  0.14887844  1.20799642 -1.64627053] -0.00023018381887294988
[ 0.04564523  1.271997    0.73128225  0.14671749  1.20817656 -1.64710428] -0.00021967320309656431
[ 0.04536093  1.27104661  0.7303184   0.145035    1.20817761 -1.64860184] -0.0002133828037060005
[ 0.04271107  1.27597898  0.72948535  0.13951731  1.20679511 -1.64482121] -0.00024308116536591462
[ 0.05061195  1.27711419  0.72711231  0.14872107  1.20974404 -1.64991877] -0.00026124447122193023
[ 0.04333026  1.27237271  0.73267345  0.14491182  1.2072327  -1.64442265] -0.00022959260596612974
[ 0.04073273  1.2726269   0.73141154  0.13721014  1.2059391  -1.64782056] -0.00023725991423356144
[ 0.04588079  1.27040016  0.72911625  0.14362343  1.20597662 -1.6445387 ] -0.00023245546734556425
[ 0.04723787  1.26830296  0.7322117   0.14941191  1.20745924 -1.64750655] -0.00023857183837152647
[ 0.04610617  1.27022196  0.73153011  0.14693826  1.20729321 -1.64683522] -0.0002272294682128234
[ 0.04467112  1.27263405  0.73170531  0.14173682  1.20676462 -1.64750081] -0.00021128895896188165
[ 0.04426422  1.27330537  0.73236981  0.1390408   1.20642663 -1.64858671] -0.00020559572112086583
[ 0.05060046  1.27152472  0.73098952  0.15226578  1.20842863 -1.64526466] -0.00022357829964725405
[ 0.04702563  1.27412631  0.73390924  0.14873327  1.20920845 -1.6487885 ] -0.00022237139097554213
[ 0.04317202  1.2690912   0.73273499  0.14342988  1.20759266 -1.64789599] -0.00020215474592591721
[ 0.04022944  1.26608279  0.7335049   0.1407056   1.20739078 -1.64870872] -0.00020514901997821413
[ 0.04884622  1.27073268  0.73127725  0.14690251  1.20847636 -1.65090166] -0.00020496699298607556
[ 0.04698366  1.27305367  0.73233629  0.14486415  1.20881024 -1.64984457] -0.00019138578327835908
[ 0.04742241  1.27446953  0.73273938  0.14382709  1.20956876 -1.65134925] -0.0001881629487537767
[ 0.04143002  1.27273252  0.73346017  0.13672374  1.20805486 -1.65344333] -0.00021686442670914172
[ 0.04313965  1.26966633  0.73039075  0.13625307  1.20689051 -1.65147109] -0.0001920500222214105
[ 0.04930513  1.27003806  0.72981669  0.14810571  1.20765599 -1.64615885] -0.00020628554049984815
[ 0.04668896  1.27138778  0.73279122  0.14081802  1.20735936 -1.65018601] -0.00017020094576682815
[ 0.04735297  1.27155836  0.73402763  0.13870953  1.20695023 -1.65097809] -0.0001576465728229437
[ 0.04209403  1.2729031   0.73469658  0.13461525  1.20764573 -1.65423541] -0.00020454857343136978
[ 0.04641154  1.26950169  0.73291905  0.14220497  1.20928145 -1.65369045] -0.0001750855721533651
[ 0.04101799  1.27166405  0.73455888  0.13277742  1.20750009 -1.6523051 ] -0.00017131323415748673
[ 0.0474115   1.26908062  0.73109366  0.14445207  1.20828217 -1.64832792] -0.0001630741280670977
[ 0.04774666  1.27288899  0.73250813  0.13597818  1.20856508 -1.6548113 ] -0.00016298401943912633
[ 0.04931471  1.27338808  0.73555816  0.14306336  1.20982541 -1.65234961] -0.00014284336659855268
[ 0.05240224  1.27524896  0.73814186  0.1464685   1.21129286 -1.65278887] -0.0001545546203758298
[ 0.04566271  1.26822441  0.73414912  0.13523475  1.20723272 -1.65280491] -0.00013541525488107846
[ 0.04478286  1.26510185  0.734854    0.13093858  1.2060647  -1.65353274] -0.0001374264914470704
[ 0.04642397  1.27276648  0.73437947  0.13453346  1.20683711 -1.65016852] -0.00013126419656671434
[ 0.04643018  1.27439888  0.73510968  0.13069771  1.20561494 -1.64840755] -0.00013283855009389814
[ 0.05361952  1.2709716   0.73267984  0.14454637  1.20839749 -1.65084168] -0.0001315094398976971
[ 0.04929535  1.27418536  0.73667379  0.13290314  1.20765385 -1.65565679] -0.00015610858566004115
[ 0.04947641  1.2708091   0.73664788  0.14035203  1.20706719 -1.64945523] -0.00012558155984336483
[ 0.05034129  1.26976916  0.73871776  0.14253895  1.20631824 -1.6467772 ] -0.0001327259691933453
[ 0.05057792  1.27188998  0.73600179  0.13816817  1.20872102 -1.65278083] -0.0001045013279143421
[ 0.05219039  1.27205579  0.73698887  0.13789748  1.20960642 -1.6536822 ] -9.575655207479705e-05
[ 0.04960055  1.26855313  0.73346065  0.14563934  1.20866826 -1.64744393] -0.00012654668493028098
[ 0.04967648  1.26773876  0.73387712  0.13633779  1.20611098 -1.64911588] -0.00010534326442425212
[ 0.05466639  1.27274055  0.73519549  0.14453407  1.20832977 -1.64743091] -0.00010076407360391993
[ 0.04705855  1.27058301  0.73750332  0.13521836  1.20714242 -1.64825721] -8.418172330840242e-05
[ 0.04377806  1.27038871  0.73991506  0.13055435  1.20651489 -1.64696497] -8.354469326085615e-05
[ 0.05337213  1.26799553  0.73764889  0.14390489  1.20859539 -1.64786252] -6.852929929118611e-05
[ 0.05684621  1.26561006  0.73928359  0.14859061  1.20947453 -1.64670952] -7.323674406779566e-05
[ 0.05145274  1.27202301  0.73996378  0.13222087  1.20673995 -1.65072664] -8.210864636217489e-05
[ 0.05223566  1.27017168  0.73788186  0.13479779  1.20823195 -1.64913914] -4.05366762198235e-05
[ 0.05361528  1.26985297  0.73849885  0.13202067  1.20881432 -1.64898109] -2.709342220263467e-05
[ 0.05334852  1.27394677  0.74219319  0.13737299  1.21008927 -1.64943356] -7.421623946008881e-05
[ 0.04791931  1.26934705  0.74320739  0.12678968  1.20845698 -1.65178609] -6.470664097193018e-05
[ 0.04897162  1.26912889  0.74348685  0.12972367  1.20679718 -1.64490276] -3.644197919764862e-05
[ 0.05911514  1.27037603  0.74175125  0.1367899   1.20998281 -1.65093259] -5.3401545985248074e-05
[ 0.0539946   1.26819274  0.74229836  0.1366464   1.2108387  -1.64723956] -3.6561424215965433e-05
[ 0.05231417  1.26435097  0.74010401  0.13125208  1.2077392  -1.64780131] -1.3177858351440646e-05
[ 0.051797    1.25955307  0.73905941  0.12819163  1.20656416 -1.64698518] -2.6740901653313676e-05
[ 0.05193791  1.26908735  0.74546668  0.12050258  1.20894767 -1.64935194] -8.038749490961678e-05
[ 0.05301358  1.26826849  0.73960334  0.13805431  1.20868346 -1.64823488] -3.32524455802594e-05
[ 0.05908881  1.26737631  0.73870682  0.14137267  1.20916158 -1.64424464] -2.255435827337552e-05
[ 0.04788422  1.26534742  0.73914816  0.13290003  1.20736201 -1.64286883] -2.4314429016050317e-05
[ 0.05096796  1.26658228  0.73755098  0.13179474  1.20534722 -1.64510494] -4.746353741736342e-05
[ 0.05323794  1.26779012  0.74111151  0.13543349  1.20946583 -1.64670591] -1.7808846878460337e-05
[ 0.05741304  1.26519987  0.73557071  0.14062075  1.21027828 -1.64804279] -3.370530771082868e-05
[ 0.05530269  1.26618213  0.73754974  0.13789648  1.20940801 -1.64725778] -1.734610033264776e-05
[ 0.05413412  1.26536482  0.73876969  0.13223749  1.20863352 -1.64438498] -2.3690825164355507e-06
[ 0.0546944   1.26391299  0.73835287  0.12932908  1.20860855 -1.64246003] -1.0560909962084039e-05
[ 0.05370537  1.26228429  0.73996447  0.13834341  1.20844239 -1.64210672] -2.3680613305014135e-05
[ 0.06137682  1.26576879  0.73958726  0.13927851  1.21025483 -1.64796495] -3.226512580396619e-05
[ 0.05125737  1.26545277  0.73925793  0.13449465  1.20808522 -1.64414286] -1.1787076590661613e-05
[ 0.05473966  1.26988809  0.73853544  0.13255221  1.20905539 -1.64940577] -2.9539622756158565e-05
[ 0.05396394  1.26418524  0.73960721  0.13689561  1.20859564 -1.64393148] -9.47104427143214e-06
[ 0.04764793  1.26373237  0.74009321  0.1280306   1.20814756 -1.64716346] -1.8842817489128393e-05
[ 0.05050815  1.26464335  0.73974661  0.13136612  1.20840106 -1.64643376] -1.0120189142058045e-05
[ 0.05258888  1.26226963  0.73723355  0.13261399  1.20748838 -1.64461148] -1.1398977530841566e-05
[ 0.04961953  1.26257347  0.74068992  0.12839017  1.20690633 -1.6431775 ] -9.426724324474827e-06
[ 0.05170983  1.26381212  0.73833097  0.13408059  1.20829752 -1.64109271] -1.3891726510237047e-05
[ 0.05216308  1.26421626  0.73966075  0.13195921  1.20787878 -1.64612416] -7.179672120539046e-06
[ 0.05306854  1.26229816  0.73931131  0.12999288  1.20788269 -1.6454116 ] -5.092583049770568e-06
[ 0.05189691  1.2654908   0.74202828  0.13099984  1.20861096 -1.64520968] -8.3873431289407e-06
[ 0.05444056  1.26339956  0.74027578  0.13212561  1.20776824 -1.64297937] -3.1116584450683184e-06
[ 0.05114364  1.26359578  0.74063804  0.12500613  1.20729787 -1.64516428] -5.868972633669109e-06
[ 0.05599609  1.26554832  0.73953803  0.13238355  1.20911769 -1.64658052] -8.479007592345138e-06
[ 0.05440195  1.26480461  0.739826    0.13138521  1.20856485 -1.64572976] -3.1758861503639013e-06
